Investor Name,Announced Date 
2019-07-15,Authorito Capital
2019-07-15,Binance Labs
2019-07-15,Electric Capital
European Union,2019-07-15
2019-07-15,Maven 11 Capital
2019-07-15,NGC Partners
2019-07-15,Declaration Partners
2019-07-15,Goldman Sachs
2019-07-15,Madera Technology Partners
2019-07-15,Madrona Venture Group
2019-07-15,Tiger Global Management
2019-07-15,Techstars
2019-07-15,Techstars Los Angeles Accelerator
2019-07-15,Angel Investor
Chinaccelerator,2019-07-15
2019-07-15,SOSV
2019-07-15,Techstars
2019-07-15,Techstars Los Angeles Accelerator
2019-07-15,Techstars
2019-07-15,Techstars Los Angeles Accelerator
Oxford University Innovation,2019-07-15
2019-07-15,Salem Investment Partners
2019-07-15,Inventures SA
Partners in Equity,2019-07-15
2019-07-15,Techstars
2019-07-15,Techstars Los Angeles Accelerator
2019-07-15,MetLife Digital Accelerator powered by Techstars
2019-07-15,Techstars
2019-07-15,Acton Capital
Beringea,2019-07-15
2019-07-15,Mobeus Equity Partners
2019-07-15,AEI Group
2019-07-15,Angel CoFund
2019-07-15,Bernard Kantor
2019-07-15,Nikhil Shah
2019-07-15,Fidelity Management and Research Company
2019-07-15,James Murdoch
2019-07-15,Qualcomm Ventures
The Walt Disney Company,2019-07-15
2019-07-15,Amadeus Capital Partners
IQ Capital,2019-07-15
2019-07-15,Parkwalk Advisors
2019-07-15,University of Cambridge Enterprise
2019-07-15,Moderne Ventures
2019-07-15,Aistar Ventures
HATCHER+,2019-07-15
2019-07-15,Lunsford Capital
2019-07-15,New Business Venture Fund
Comcast NBCUniversal LIFT Labs Accelerator,2019-07-15
Powered by Techstars,2019-07-15
2019-07-15,Techstars
2019-07-15,Techstars
2019-07-15,Techstars Starburst Space Accelerator
2019-07-15,Linear Venture
2019-07-15,Sequoia Capital China
2019-07-15,Xianghe Capital
2019-07-15,Crowdcube
Caspian Impact Investments,2019-07-15
Hivos-Triodos Fund,2019-07-15
2019-07-15,Omnivore
2019-07-15,Rock Foundation
2019-07-15,Snow Leopard Technology Ventures
Tianhe Capital,2019-07-15
2019-07-15,Bencis Capital Partners
2019-07-15,MetLife Digital Accelerator powered by Techstars
2019-07-15,Techstars
ImpactAssets,2019-07-15
RaSa Future Fund,2019-07-15
2019-07-15,Tomasz Stencel
2019-07-15,Generation Ventures
2019-07-15,GreenSky Capital
2019-07-15,Akola Venture Builder
ENISA,2019-07-15
2019-07-15,IESE BAN
2019-07-15,Mithril Capital Management
2019-07-15,Norwest Venture Partners
Aqua Ventures,2019-07-15
Huihe Capital,2019-07-15
2019-07-15,Sky Saga Capital
2019-07-15,LB Investment
2019-07-15,Lightspeed China Partners
Z&H Investment,2019-07-15
Radian Capital,2019-07-15
2019-07-15,Warburg Pincus
2019-07-15,Eastern Bell Capital
2019-07-15,Sequoia Capital China
2019-07-15,500 Startups
Dtec Ventures,2019-07-15
Oman Technology Fund,2019-07-15
2019-07-15,Social Capital
2019-07-15,Baconsult
2019-07-15,Gagan Lamba
2019-07-15,Virendra Prakash Sharma
2019-07-15,Startupxplore
2019-07-15,StartUp Health
2019-07-15,AGORANOV
2019-07-15,NSF Small Business Innovation Research / Small Business Technology Transfer (SBIR/STTR)
2019-07-15,3one4 Capital
2019-07-15,Ankur Capital
2019-07-15,Phanindra Sama
2019-07-15,Xinxin Investment
2019-07-15,AC Ventures
2019-07-15,Gobi Partners
2019-07-15,Redbox
2019-07-15,Evgeny Gokhberg & Alice Kletskaia
2019-07-15,Beijing Innovation Industry Investment
Shunxi Fund,2019-07-15
2019-07-15,Crowdcube
Abu Dhabi Investment Authority,2019-07-15
GIC,2019-07-15
Gemma Frisius Fund,2019-07-15
2019-07-15,KBC
2019-07-15,Start-Up Chile
2019-07-15,500 Startups
2019-07-15,500 Startups
2019-07-15,Swiss Capacity Building Facility
2019-07-15,Chris Adelsbach
Alex Pattis,2019-07-15
2019-07-15,Blue Slide Ventures
2019-07-15,Quake Capital Partners
2019-07-15,Id4 ventures
Madryn Asset Management,2019-07-15
CanCode,2019-07-15
2019-07-15,Konvoy Ventures
2019-07-15,Zeacen Capital
2019-07-15,Yinxinggu Capital
2019-07-15,Edventures
2019-07-15,Cowin Capital
Alfred P. Sloan Foundation,2019-07-15
Georgian Partners,2019-07-15
2019-07-15,Ares Management
2019-07-15,Middlegame Ventures
2019-07-15,Bain Capital Credit
Hongruida Investment,2019-07-15
2019-07-15,Sol Global investments
2019-07-15,Earthworm Group
2019-07-15,National Institute on Aging
2019-07-15,Will Herman
Enzen Global Solutions,2019-07-15
2019-07-15,The UPS Foundation
2019-07-15,Sachin Bansal
2019-07-15,Amazon
MBG Schleswig-Holstein,2019-07-15
2019-07-15,nbr technology ventures
Aviva Group,2019-07-15
2019-07-15,SBI Ven Capital
StreetEdge Capital,2019-07-15
Innovate UK,2019-07-15
2019-07-15,Berkeley SkyDeck Fund
VentureSouth,2019-07-15
2019-07-15,Founders Factory
2019-07-15,Y Combinator
2019-07-15,Pioneer
2019-07-15,Peak Capital
2019-07-15,NIST
2019-07-15,Start Co.
Apricot Ventures,2019-07-16
Ayataro Nakagawa,2019-07-16
Ceres inc.,2019-07-16
POLA Orbis Holdings,2019-07-16
STRIVE Japan,2019-07-16
CRV,2019-07-16
DFJ Growth,2019-07-16
Freestyle Capital,2019-07-16
Glade Brook Capital Partners,2019-07-16
Hannibal Buress,2019-07-16
Index Ventures,2019-07-16
Initialized Capital,2019-07-16
2019-07-16,Serj Tankian
Terrence Rohan,2019-07-16
2019-07-16,Thrive Capital
2019-07-16,IGNIS Japan
Japan Finance Corporation,2019-07-16
XTech Ventures Japan,2019-07-16
Cool Japan Fund,2019-07-16
OPT Ventures,2019-07-16
Hannibal Buress,2019-07-16
Precursor Ventures,2019-07-16
Techstars,2019-07-16
Techstars Los Angeles Accelerator,2019-07-16
Chris Burggraeve,2019-07-16
Cresco Capital Partners,2019-07-16
David Wenger,2019-07-16
Ed Feighan,2019-07-16
Lindy Lou Snider,2019-07-16
Sumit Mehta,2019-07-16
Tripp Keber,2019-07-16
Trivergance,2019-07-16
2019-07-16,Étienne Fontán
Chinaccelerator,2019-07-16
2019-07-16,DNA Capital
2019-07-16,SOSV
Act One Ventures,2019-07-16
Aspect Ventures,2019-07-16
Bain Capital Ventures,2019-07-16
Homebrew,2019-07-16
Insight Partners,2019-07-16
Precursor Ventures,2019-07-16
Visa,2019-07-16
Goldman Sachs,2019-07-16
SkyKnight Capital,2019-07-16
Stonehenge Partners Inc.,2019-07-16
Fonds de solidarité FTQ,2019-07-16
Peak Capital Partners,2019-07-16
Plus Eight Equity Fund LP,2019-07-16
Shure,2019-07-16
Slaight Communications,2019-07-16
Sony Innovation Fund,2019-07-16
Warner Music Group,2019-07-16
YUL Ventures,2019-07-16
Citi Ventures,2019-07-16
Information Venture Partners,2019-07-16
MasterCard,2019-07-16
Point72 Ventures,2019-07-16
Portag3 Ventures,2019-07-16
Reinventure,2019-07-16
TD Bank,2019-07-16
Andera Partners,2019-07-16
Forbion Capital Partners,2019-07-16
Gilde Healthcare,2019-07-16
Idinvest Partners,2019-07-16
2019-07-16,Kurma Partners
Life Sciences Partners,2019-07-16
Pureos Bioventures,2019-07-16
Ysios Capital,2019-07-16
50 years,2019-07-16
Better Ventures,2019-07-16
Bluestein & Associates,2019-07-16
Congruent Ventures,2019-07-16
New Crop Capital,2019-07-16
2019-07-16,Prelude Ventures
The March Fund,2019-07-16
Trust Ventures,2019-07-16
Alexandria Real Estate Equities,2019-07-16
2019-07-16,Axon Ventures
Illumina Ventures,2019-07-16
Listwin Ventures,2019-07-16
Sea Lane Ventures,2019-07-16
Section 32,2019-07-16
2019-07-16,Aju IB Investment
Bios Partners,2019-07-16
Correlation Ventures,2019-07-16
ExSight Ventures,2019-07-16
Hatteras Venture Partners,2019-07-16
InFocus Capital Partners,2019-07-16
Bpifrance,2019-07-16
2019-07-16,Highgate Ventures
Kerala Ventures,2019-07-16
Kima Ventures,2019-07-16
Partech,2019-07-16
Aglaé Ventures,2019-07-16
Artist Capital Management,2019-07-16
Chris M. Willliams,2019-07-16
Goldman Sachs,2019-07-16
Index Ventures,2019-07-16
PayPal Ventures,2019-07-16
Ribbit Capital,2019-07-16
2019-07-16,Thrive Capital
11.2 Capital,2019-07-16
B Capital Group,2019-07-16
First Round Capital,2019-07-16
Founders Fund,2019-07-16
Industry Ventures,2019-07-16
Lifeforce Capital,2019-07-16
Y Combinator,2019-07-16
Bling Capital,2019-07-16
Charlie Cheever,2019-07-16
HAX,2019-07-16
2019-07-16,SOSV
Goldman Sachs Private Capital Investing,2019-07-16
NatWest Markets,2019-07-16
NJF Capital,2019-07-16
2019-07-16,Varadero European Special Opportunities
Waterfall Asset Management,2019-07-16
Crowdcube,2019-07-16
Hyundai Investment Partners,2019-07-16
KB Investment,2019-07-16
2019-07-16,SEMA Translink Investment
Alex Pattis,2019-07-16
Blue Slide Ventures,2019-07-16
2019-07-16,Collaborative Fund
2019-07-16,Crosslink Capital
Lerer Hippeau,2019-07-16
Ludlow Ventures,2019-07-16
Bain Capital Credit,2019-07-16
Goldman Sachs Private Capital Investing,2019-07-16
HPS Investment Partners,2019-07-16
Sixth Street Partners,2019-07-16
Alkemi Venture Partners,2019-07-16
Mohit Garg,2019-07-16
Pankaj Chaddah,2019-07-16
Rajit Mehta,2019-07-16
Rohit kapoor,2019-07-16
DST Global,2019-07-16
Sequoia Capital,2019-07-16
MATH Venture Partners,2019-07-16
Updata Partners,2019-07-16
Belcorp Ventures,2019-07-16
L Catterton,2019-07-16
Unilever Ventures,2019-07-16
University Growth Fund,2019-07-16
2019-07-16,DN Capital
Experian Ventures,2019-07-16
Mosaic Ventures,2019-07-16
Ribbit Capital,2019-07-16
Santander InnoVentures,2019-07-16
2019-07-16,Cactus Capital
Crowdcube,2019-07-16
Wayra,2019-07-16
Andreessen Horowitz,2019-07-16
Y Combinator,2019-07-16
Contour Venture Partners,2019-07-16
DARPA,2019-07-16
2019-07-16,LDV Capital
PM Equity Partner,2019-07-16
Sofinnova Partners,2019-07-16
Addor Capital,2019-07-16
2019-07-16,Jinding Capital
Kaiheng Investment Management,2019-07-16
Shenzhen Capital Group,2019-07-16
Holt Ventures,2019-07-16
Lerer Hippeau,2019-07-16
Pritzker Group Venture Capital,2019-07-16
ABN AMRO Bank,2019-07-16
Banco Bilbao Vizcaya Argentaria,2019-07-16
ING Group,2019-07-16
Rabobank,2019-07-16
Delta Emerald Ventures,2019-07-16
Gotham Green Partners,2019-07-16
Nick Deans,2019-07-16
Creandum,2019-07-16
Global Founders Capital,2019-07-16
Picus Capital,2019-07-16
Speedinvest,2019-07-16
Lateral Capital,2019-07-16
IrishAngels,2019-07-16
2019-07-16,Jumpstart Capital
Alumni Ventures Group,2019-07-16
Geekdom Fund,2019-07-16
Bridge Capital China,2019-07-16
Hua Ventures,2019-07-16
2019-07-16,Zhichen Investment
Indian Institute of Technology Kanpur,2019-07-16
2019-07-16,INVENT
2019-07-16,Technology Development Board
Government of India,2019-07-16
Greater Pacific Capital,2019-07-16
2019-07-16,Alex Angels
Cairo Angels,2019-07-16
Eldridge Industries,2019-07-16
Jabre Capital,2019-07-16
IQ Capital,2019-07-16
Luminous Ventures,2019-07-16
St. John's College,2019-07-16
Gopher Asset Management,2019-07-16
The Rise Fund,2019-07-16
Warburg Pincus,2019-07-16
StartEngine,2019-07-16
Crowdcube,2019-07-16
Connetic Ventures,2019-07-16
Walden International,2019-07-16
Linklogis,2019-07-16
Hanwha Systems,2019-07-16
Catalyst Investors,2019-07-16
Piper Jaffray Merchant Banking,2019-07-16
Creandum,2019-07-16
Project A Ventures,2019-07-16
Pan-Lin Asset Management,2019-07-16
2019-07-16,Tengyuan Fund
K1 Investment Management,2019-07-16
Walden International,2019-07-16
NetEase,2019-07-16
Koinvesticinis Fondas,2019-07-16
Practica Capital,2019-07-16
Aishwarya Rai Bachchan,2019-07-16
Vrinda K R,2019-07-16
2019-07-16,Chris Adelsbach
Social Starts,2019-07-16
Global Founders Capital,2019-07-16
Elizabeth Street Ventures,2019-07-16
U.S. Department of Homeland Security,2019-07-16
Bestseller,2019-07-16
Burda Principal Investments,2019-07-16
Shenzhen High-tech Investment and Equity Investment Fund Management,2019-07-16
2019-07-16,Business Growth Fund
Herbert Rafael Sim,2019-07-16
Peak Valley Capital,2019-07-16
Richard King Mellon Foundation,2019-07-16
2019-07-16,Line Medical Group
CMC Capital Group,2019-07-16
Muwu Capital,2019-07-16
Shenzhen High-tech Investment and Equity Investment Fund Management,2019-07-16
Craig Newmark Philanthropies,2019-07-16
Investissement Quebec,2019-07-16
Spectrum Equity,2019-07-16
U.S. Department of Defense,2019-07-16
Timken Foundation of Canton,2019-07-16
Alaris Royalty,2019-07-16
Kewee Kho,2019-07-16
Mitsubishi Heavy Industries,2019-07-16
Epic Games,2019-07-16
IFB Innovationsstarter,2019-07-16
General Catalyst,2019-07-16
Alamo Angels,2019-07-16
David Rogers,2019-07-17
2019-07-17,Florian Hagenbuch
2019-07-17,Jan Beckers
2019-07-17,Mate Pencz
MPGI,2019-07-17
2019-07-17,Paul Redbourn
2019-07-17,Philipp Freise
2019-07-17,Rahul Mehta
2019-07-17,Tom Stafford
2019-07-17,Unbound
2019-07-17,ACE & Company
2019-07-17,Drake Management
2019-07-17,Lerner Enterprises
Liquid 2 Ventures,2019-07-17
Mountain Nazca,2019-07-17
2019-07-17,Prime Movers Lab
2019-07-17,Quiet Capital
University of Wyoming Foundation,2019-07-17
2019-07-17,Y Combinator
2019-07-17,Anthos Capital
2019-07-17,Band of Angels
2019-07-17,Draper Dragon
2019-07-17,Pasadena Angels
2019-07-17,The Artemis Fund
Unlock Venture Partners,2019-07-17
2019-07-17,Vested Ventures
aws Gründerfonds (aws Founders Fund),2019-07-17
2019-07-17,eQventure
Hermann Hauser,2019-07-17
2019-07-17,I4G Investment GmbH
2019-07-17,Tecnet Equity
Coinbase,2019-07-17
Digital Currency Group,2019-07-17
Golden Ventures,2019-07-17
Initialized Capital,2019-07-17
Inovia Capital,2019-07-17
Polychain,2019-07-17
2019-07-17,Bank of America Merrill Lynch
Bank of Montreal (BMO),2019-07-17
2019-07-17,BB&T
Capital One,2019-07-17
2019-07-17,PNC Bank
2019-07-17,Raymond James Bank
Regions Financial Corporation,2019-07-17
TD Bank,2019-07-17
2019-07-17,U.S. Bank Trust National Association
Wells Fargo Securities,2019-07-17
2019-07-17,Golden Seeds
TitletownTech,2019-07-17
Allianz X,2019-07-17
2019-07-17,Earlybird Venture Capital
GIC,2019-07-17
Greyhound Capital,2019-07-17
2019-07-17,Insight Partners
2019-07-17,Tencent Holdings
2019-07-17,Valar Ventures
IMM Investment,2019-07-17
InterVest,2019-07-17
2019-07-17,KB Investment
2019-07-17,KTB Network
2019-07-17,Smilegate Investment
2019-07-17,Solidus Investment
2019-07-17,ST Asset Management
First Fellow Partners,2019-07-17
Innovation Endeavors,2019-07-17
Soros Fund Management,2019-07-17
Vendep Capital,2019-07-17
2019-07-17,BEENEXT
2019-07-17,Beenos Partners
2019-07-17,Sanjay Nath
2019-07-17,Shailesh Rao
2019-07-17,STRIVE Japan
2019-07-17,Big Sur Ventures
2019-07-17,SeedRocket 4Founders Capital
IAC,2019-07-17
2019-07-17,Clément Buyse
2019-07-17,Eduardo Ronzano
2019-07-17,Jonathan Benhamou
2019-07-17,Nicolas Steegmann
2019-07-17,Renaud Visage
2019-07-17,Thibaud Elziere
2019-07-17,Andy Tobias
2019-07-17,Clean Energy Ventures (CEV)
David Pogue,2019-07-17
2019-07-17,Laurence Mackler
2019-07-17,Second Century Ventures
Steve Morgan,2019-07-17
2019-07-17,Airbus Ventures
2019-07-17,Angular Ventures
2019-07-17,Castle Island Ventures
Kleiner Perkins,2019-07-17
Lockheed Martin Ventures,2019-07-17
2019-07-17,New Science Ventures
2019-07-17,ABC Bank
2019-07-17,Bank Muscat
2019-07-17,BankDhofar
2019-07-17,HSBC Bank Oman
2019-07-17,National Bank of Bahrain BSC
National Bank of Oman,2019-07-17
Standard Chartered Bank,2019-07-17
2019-07-17,Banco Votorantim
2019-07-17,BR Startups
MOX,2019-07-17
2019-07-17,SOSV
2019-07-17,Coinbase Ventures
HashKey Capital,2019-07-17
2019-07-17,Wyre Capital
2019-07-17,Accel
2019-07-17,Mainspring Capital Partners
2019-07-17,Neotribe Ventures
2019-07-17,Prelude Ventures
2019-07-17,Agent Capital
2019-07-17,Ipsen
2019-07-17,Leaps by Bayer
Longwood Fund,2019-07-17
2019-07-17,Capital Factory
2019-07-17,Fitz Gate Ventures
2019-07-17,Houston Angel Network
2019-07-17,Mercury Fund
2019-07-17,Australia and New Zealand Banking Group
2019-07-17,Barclays Investment Bank
First Abu Dhabi Bank,2019-07-17
2019-07-17,Mizuho Corporate Bank
2019-07-17,OCBC Bank of Singapore
2019-07-17,Scotiabank
2019-07-17,Hyperplane Venture Capital
2019-07-17,Radical Ventures
2019-07-17,Wharton Alumni Angels
2019-07-17,Blazar Ventures LLC
2019-07-17,Rise of the Rest
2019-07-17,Dream Machine
2019-07-17,Fika Ventures
Initialized Capital,2019-07-17
Liquid 2 Ventures,2019-07-17
2019-07-17,Y Combinator
2019-07-17,BDC Capital
2019-07-17,Canadian Business Growth Fund
2019-07-17,Comporium
2019-07-17,SaskWorks Venture Fund
2019-07-17,Vanedge Capital
2019-07-17,Loyal VC
2019-07-17,Venture Kick
2019-07-17,Ethereum Classic Labs
2019-07-17,Marc Fleury
SIG China (SIG Asia Investments),2019-07-17
2019-07-17,Health Innovations
2019-07-17,Philips Health Technology Ventures
Vesalius Biocapital Partners,2019-07-17
ff Venture Capital,2019-07-17
2019-07-17,Hemi Ventures
2019-07-17,Hudson Structured Capital Management
2019-07-17,Nephila Capital
2019-07-17,SAIF Partners
2019-07-17,Sigma Square Capital
2019-07-17,The Hina Group
2019-07-17,Accel
SeedPlus,2019-07-17
2019-07-17,STRIVE Japan
2019-07-17,IFSD BV
Vaalon Capital,2019-07-17
Gaomei Yunjing Investments,2019-07-17
2019-07-17,SP Investment Associates (SPIA)
2019-07-17,Three Curve Capital
2019-07-17,Blume Ventures
2019-07-17,Rainmatter Technology
2019-07-17,Robus Capital Management
2019-07-17,Whitebox Advisors
2019-07-17,Crowdcube
2019-07-17,DigitalCPR
2019-07-17,Venture Kick
2019-07-17,Insight Partners
2019-07-17,BTG International
2019-07-17,Hangzhou Ruizhao Investment Management
Ningbo Zhongchao Investment Management,2019-07-17
2019-07-17,Diamond Edge Ventures
